g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,frequency_Hz,amplitude_mA,duration_min,pulse_width_us,session_idx
9.648444779733008,9.315262714947218,10.089856719232726,9.078261095424196,8.957449516560269,9.434219820141061,9.484451031355508,9.360349773654688,9.231384538307228,8.239396215900587,8.85703243502135,9.903891359722188,20,1.0,20,1000,0
8.687273752681746,9.796379784394459,8.972079343627865,9.072840959944665,9.89421136350637,9.10136805103733,9.283973087272894,9.56039885061346,9.060839970199144,8.376946381968686,9.562043733699552,10.231644721053845,20,1.0,20,1000,1
9.257342569422562,9.451973336143583,9.086133222983479,8.941597258864883,9.93784432772044,9.431541980713867,9.046618050155292,8.844991702405574,8.790043039436798,9.393261992407007,9.377466268903163,9.780945286987933,20,1.0,20,1000,2
10.281523074226936,8.401082015611307,9.460929256669983,9.50486564208089,9.490563033787929,8.587568214940871,10.069441085853887,8.598434442501656,8.92215686867173,9.079004535144781,9.191310854255624,9.75288001239899,20,1.0,20,1000,3
9.085313730339864,9.338633756075614,8.800130921653261,9.838689712359079,9.355473901753934,9.058737428261809,9.498695671417535,8.86197208919,9.655687943066978,9.486757912508512,9.659980985552627,8.439444020109917,20,1.0,20,1000,4
10.32114195551374,9.740239515369185,9.083602625974086,9.237032430602639,9.411847975814787,8.9238830259609,8.704385127788399,8.025505984083845,9.992281410127974,9.080245709386032,9.676409000030766,8.882943311636788,20,1.0,20,1000,5
9.094548135557126,8.68792972741118,9.084421694378149,9.581265373556136,9.385707105045379,8.92579290598573,9.041746762926318,9.196835487076363,9.6506717184379,9.830062031938672,9.089897618076986,9.250398548043798,20,1.0,20,1000,6
9.983065248934698,9.315313996707076,9.637220728728748,9.395513203698268,9.534042452305085,8.754140560846004,9.225913440081062,8.742511222923055,8.859993572196744,9.079500376532573,9.592860910079757,8.699201395400646,20,1.0,20,1000,7
9.018147717283538,8.899091255258428,9.184144366142325,8.993768738179119,9.411748259507695,8.80113231133846,9.444792160061677,9.730480847211231,9.234451572414233,9.398876126177381,9.228414754222747,9.213988036781481,20,1.0,20,1000,8
8.959645173277938,9.263144785807818,8.766555714990035,9.983232187145546,8.925473191098032,9.437522372012046,8.879824879184591,8.105215386234141,9.229776961071645,10.180213334104343,8.941348804691927,9.887083354960247,20,1.0,20,1000,9
9.576237484261952,8.778039822707825,8.57176092250538,9.606873190350184,9.443438131436693,8.08430063628072,9.007168755628529,10.081837877031004,9.052667105738074,9.049654400067135,9.27924078779394,9.76757606692145,20,1.0,20,1000,10
9.726515684294592,9.953922137213599,9.2987340792762,9.258876882134892,9.141703811116102,8.693890178436098,8.636408450465252,8.521917954002552,9.239469563989273,9.585253374779532,8.710583343094434,9.531519721920379,20,1.0,20,1000,11
8.779567733718869,9.513531489909893,8.456323672336632,8.798976298249443,8.601781993548293,9.363427440690982,9.465931988487206,9.017213685006192,9.281401784923537,9.945766321299324,9.133551001353544,9.681080807343548,20,1.0,20,1000,12
